passage,condition,knowledge_cue,tokenized_passage,start,end,first_mention,recent_mention,setup_indices,exit_indices,manipulation_indices,return_indices,query_indices
"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin take the saddle from the stable and put it in the hut. Hannah wants to use the saddle again. Hannah thinks the saddle is in the [MASK].",True Belief,Explicit,"['H', 'annah', 'Ġhas', 'Ġjust', 'Ġcome', 'Ġback', 'Ġfrom', 'Ġa', 'Ġride', 'Ġand', 'Ġis', 'Ġputting', 'Ġher', 'Ġhorse', 'Ġaway', '.', 'ĠShe', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġstable', ',', 'Ġthen', 'Ġputs', 'Ġher', 'Ġbackpack', 'Ġin', 'Ġthe', 'Ġhut', '.', 'ĠThen', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġbath', '.', 'ĠWhen', ',', 'Ġshe', 'Ġfinishes', ',', 'Ġshe', 'Ġcomes', 'Ġback', '.', 'ĠShe', 'Ġwatches', 'ĠMartin', 'Ġtake', 'Ġthe', 'Ġsaddle', 'Ġfrom', 'Ġthe', 'Ġstable', 'Ġand', 'Ġput', 'Ġit', 'Ġin', 'Ġthe', 'Ġhut', '.', 'ĠHannah', 'Ġwants', 'Ġto', 'Ġuse', 'Ġthe', 'Ġsaddle', 'Ġagain', '.', 'ĠHannah', 'Ġthinks', 'Ġthe', 'Ġsaddle', 'Ġis', 'Ġin', 'Ġthe']",stable,hut,Start,End,"(0, 31)","(32, 40)","(50, 73)","(41, 49)","(74, 80)"
"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin take the saddle from the stable and put it in the hut. Hannah wants to use the saddle again. Hannah goes to get the saddle from the [MASK].",True Belief,Implicit,"['H', 'annah', 'Ġhas', 'Ġjust', 'Ġcome', 'Ġback', 'Ġfrom', 'Ġa', 'Ġride', 'Ġand', 'Ġis', 'Ġputting', 'Ġher', 'Ġhorse', 'Ġaway', '.', 'ĠShe', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġstable', ',', 'Ġthen', 'Ġputs', 'Ġher', 'Ġbackpack', 'Ġin', 'Ġthe', 'Ġhut', '.', 'ĠThen', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġbath', '.', 'ĠWhen', ',', 'Ġshe', 'Ġfinishes', ',', 'Ġshe', 'Ġcomes', 'Ġback', '.', 'ĠShe', 'Ġwatches', 'ĠMartin', 'Ġtake', 'Ġthe', 'Ġsaddle', 'Ġfrom', 'Ġthe', 'Ġstable', 'Ġand', 'Ġput', 'Ġit', 'Ġin', 'Ġthe', 'Ġhut', '.', 'ĠHannah', 'Ġwants', 'Ġto', 'Ġuse', 'Ġthe', 'Ġsaddle', 'Ġagain', '.', 'ĠHannah', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġsaddle', 'Ġfrom', 'Ġthe']",stable,hut,Start,End,"(0, 31)","(32, 40)","(50, 73)","(41, 49)","(74, 81)"
"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. Meanwhile, Martin puts the saddle in the hut instead of the stable. When Hannah finishes her bath, she wants to use the saddle again. Hannah thinks the saddle is in the [MASK].",False Belief,Explicit,"['H', 'annah', 'Ġhas', 'Ġjust', 'Ġcome', 'Ġback', 'Ġfrom', 'Ġa', 'Ġride', 'Ġand', 'Ġis', 'Ġputting', 'Ġher', 'Ġhorse', 'Ġaway', '.', 'ĠShe', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġstable', ',', 'Ġthen', 'Ġputs', 'Ġher', 'Ġbackpack', 'Ġin', 'Ġthe', 'Ġhut', '.', 'ĠThen', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġbath', '.', 'ĠMeanwhile', ',', 'ĠMartin', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġhut', 'Ġinstead', 'Ġof', 'Ġthe', 'Ġstable', '.', 'ĠWhen', 'ĠHannah', 'Ġfinishes', 'Ġher', 'Ġbath', ',', 'Ġshe', 'Ġwants', 'Ġto', 'Ġuse', 'Ġthe', 'Ġsaddle', 'Ġagain', '.', 'ĠHannah', 'Ġthinks', 'Ġthe', 'Ġsaddle', 'Ġis', 'Ġin', 'Ġthe']",stable,hut,Start,Start,"(0, 31)","(32, 40)","(41, 54)","(55, 68)","(69, 75)"
"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. Meanwhile, Martin puts the saddle in the hut instead of the stable. When Hannah finishes her bath, she wants to use the saddle again. Hannah goes to get the saddle from [MASK].",False Belief,Implicit,"['H', 'annah', 'Ġhas', 'Ġjust', 'Ġcome', 'Ġback', 'Ġfrom', 'Ġa', 'Ġride', 'Ġand', 'Ġis', 'Ġputting', 'Ġher', 'Ġhorse', 'Ġaway', '.', 'ĠShe', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġstable', ',', 'Ġthen', 'Ġputs', 'Ġher', 'Ġbackpack', 'Ġin', 'Ġthe', 'Ġhut', '.', 'ĠThen', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġbath', '.', 'ĠMeanwhile', ',', 'ĠMartin', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġhut', 'Ġinstead', 'Ġof', 'Ġthe', 'Ġstable', '.', 'ĠWhen', 'ĠHannah', 'Ġfinishes', 'Ġher', 'Ġbath', ',', 'Ġshe', 'Ġwants', 'Ġto', 'Ġuse', 'Ġthe', 'Ġsaddle', 'Ġagain', '.', 'ĠHannah', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġsaddle', 'Ġfrom']",stable,hut,Start,Start,"(0, 31)","(32, 40)","(41, 54)","(55, 68)","(69, 75)"
"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin put the saddle in the hut instead of the stable. Hannah wants to use the saddle again. Hannah thinks the saddle is in the [MASK].",True Belief,Explicit,"['H', 'annah', 'Ġhas', 'Ġjust', 'Ġcome', 'Ġback', 'Ġfrom', 'Ġa', 'Ġride', 'Ġand', 'Ġis', 'Ġputting', 'Ġher', 'Ġhorse', 'Ġaway', '.', 'ĠShe', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġstable', ',', 'Ġthen', 'Ġputs', 'Ġher', 'Ġbackpack', 'Ġin', 'Ġthe', 'Ġhut', '.', 'ĠThen', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġbath', '.', 'ĠWhen', ',', 'Ġshe', 'Ġfinishes', ',', 'Ġshe', 'Ġcomes', 'Ġback', '.', 'ĠShe', 'Ġwatches', 'ĠMartin', 'Ġput', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġhut', 'Ġinstead', 'Ġof', 'Ġthe', 'Ġstable', '.', 'ĠHannah', 'Ġwants', 'Ġto', 'Ġuse', 'Ġthe', 'Ġsaddle', 'Ġagain', '.', 'ĠHannah', 'Ġthinks', 'Ġthe', 'Ġsaddle', 'Ġis', 'Ġin', 'Ġthe']",stable,hut,Start,Start,"(0, 31)","(32, 40)","(50, 71)","(41, 49)","(72, 78)"
"Hannah has just come back from a ride and is putting her horse away. She puts the saddle in the stable, then puts her backpack in the hut. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin put the saddle in the hut instead of the stable. Hannah wants to use the saddle again. Hannah goes to get the saddle from the [MASK].",True Belief,Implicit,"['H', 'annah', 'Ġhas', 'Ġjust', 'Ġcome', 'Ġback', 'Ġfrom', 'Ġa', 'Ġride', 'Ġand', 'Ġis', 'Ġputting', 'Ġher', 'Ġhorse', 'Ġaway', '.', 'ĠShe', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġstable', ',', 'Ġthen', 'Ġputs', 'Ġher', 'Ġbackpack', 'Ġin', 'Ġthe', 'Ġhut', '.', 'ĠThen', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġbath', '.', 'ĠWhen', ',', 'Ġshe', 'Ġfinishes', ',', 'Ġshe', 'Ġcomes', 'Ġback', '.', 'ĠShe', 'Ġwatches', 'ĠMartin', 'Ġput', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġhut', 'Ġinstead', 'Ġof', 'Ġthe', 'Ġstable', '.', 'ĠHannah', 'Ġwants', 'Ġto', 'Ġuse', 'Ġthe', 'Ġsaddle', 'Ġagain', '.', 'ĠHannah', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġsaddle', 'Ġfrom', 'Ġthe']",stable,hut,Start,Start,"(0, 31)","(32, 40)","(50, 71)","(41, 49)","(72, 79)"
"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. Meanwhile, Martin takes the saddle from the stable and puts it in the hut. When Hannah finishes her bath, she wants to use the saddle again. Hannah thinks the saddle is in the [MASK].",False Belief,Explicit,"['H', 'annah', 'Ġhas', 'Ġjust', 'Ġcome', 'Ġback', 'Ġfrom', 'Ġa', 'Ġride', 'Ġand', 'Ġis', 'Ġputting', 'Ġher', 'Ġhorse', 'Ġaway', '.', 'ĠShe', 'Ġputs', 'Ġher', 'Ġbackpack', 'Ġin', 'Ġthe', 'Ġhut', ',', 'Ġthen', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġstable', '.', 'ĠThen', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġbath', '.', 'ĠMeanwhile', ',', 'ĠMartin', 'Ġtakes', 'Ġthe', 'Ġsaddle', 'Ġfrom', 'Ġthe', 'Ġstable', 'Ġand', 'Ġputs', 'Ġit', 'Ġin', 'Ġthe', 'Ġhut', '.', 'ĠWhen', 'ĠHannah', 'Ġfinishes', 'Ġher', 'Ġbath', ',', 'Ġshe', 'Ġwants', 'Ġto', 'Ġuse', 'Ġthe', 'Ġsaddle', 'Ġagain', '.', 'ĠHannah', 'Ġthinks', 'Ġthe', 'Ġsaddle', 'Ġis', 'Ġin', 'Ġthe']",stable,hut,End,End,"(0, 31)","(32, 40)","(41, 56)","(57, 70)","(71, 77)"
"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. Meanwhile, Martin takes the saddle from the stable and puts it in the hut. When Hannah finishes her bath, she wants to use the saddle again. Hannah goes to get the saddle from [MASK].",False Belief,Implicit,"['H', 'annah', 'Ġhas', 'Ġjust', 'Ġcome', 'Ġback', 'Ġfrom', 'Ġa', 'Ġride', 'Ġand', 'Ġis', 'Ġputting', 'Ġher', 'Ġhorse', 'Ġaway', '.', 'ĠShe', 'Ġputs', 'Ġher', 'Ġbackpack', 'Ġin', 'Ġthe', 'Ġhut', ',', 'Ġthen', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġstable', '.', 'ĠThen', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġbath', '.', 'ĠMeanwhile', ',', 'ĠMartin', 'Ġtakes', 'Ġthe', 'Ġsaddle', 'Ġfrom', 'Ġthe', 'Ġstable', 'Ġand', 'Ġputs', 'Ġit', 'Ġin', 'Ġthe', 'Ġhut', '.', 'ĠWhen', 'ĠHannah', 'Ġfinishes', 'Ġher', 'Ġbath', ',', 'Ġshe', 'Ġwants', 'Ġto', 'Ġuse', 'Ġthe', 'Ġsaddle', 'Ġagain', '.', 'ĠHannah', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġsaddle', 'Ġfrom']",stable,hut,End,End,,,,,
"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin take the saddle from the stable and put it in the hut. Hannah wants to use the saddle again. Hannah thinks the saddle is in the [MASK].",True Belief,Explicit,"['H', 'annah', 'Ġhas', 'Ġjust', 'Ġcome', 'Ġback', 'Ġfrom', 'Ġa', 'Ġride', 'Ġand', 'Ġis', 'Ġputting', 'Ġher', 'Ġhorse', 'Ġaway', '.', 'ĠShe', 'Ġputs', 'Ġher', 'Ġbackpack', 'Ġin', 'Ġthe', 'Ġhut', ',', 'Ġthen', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġstable', '.', 'ĠThen', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġbath', '.', 'ĠWhen', ',', 'Ġshe', 'Ġfinishes', ',', 'Ġshe', 'Ġcomes', 'Ġback', '.', 'ĠShe', 'Ġwatches', 'ĠMartin', 'Ġtake', 'Ġthe', 'Ġsaddle', 'Ġfrom', 'Ġthe', 'Ġstable', 'Ġand', 'Ġput', 'Ġit', 'Ġin', 'Ġthe', 'Ġhut', '.', 'ĠHannah', 'Ġwants', 'Ġto', 'Ġuse', 'Ġthe', 'Ġsaddle', 'Ġagain', '.', 'ĠHannah', 'Ġthinks', 'Ġthe', 'Ġsaddle', 'Ġis', 'Ġin', 'Ġthe']",stable,hut,End,End,,,,,
"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin take the saddle from the stable and put it in the hut. Hannah wants to use the saddle again. Hannah goes to get the saddle from the [MASK].",True Belief,Implicit,"['H', 'annah', 'Ġhas', 'Ġjust', 'Ġcome', 'Ġback', 'Ġfrom', 'Ġa', 'Ġride', 'Ġand', 'Ġis', 'Ġputting', 'Ġher', 'Ġhorse', 'Ġaway', '.', 'ĠShe', 'Ġputs', 'Ġher', 'Ġbackpack', 'Ġin', 'Ġthe', 'Ġhut', ',', 'Ġthen', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġstable', '.', 'ĠThen', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġbath', '.', 'ĠWhen', ',', 'Ġshe', 'Ġfinishes', ',', 'Ġshe', 'Ġcomes', 'Ġback', '.', 'ĠShe', 'Ġwatches', 'ĠMartin', 'Ġtake', 'Ġthe', 'Ġsaddle', 'Ġfrom', 'Ġthe', 'Ġstable', 'Ġand', 'Ġput', 'Ġit', 'Ġin', 'Ġthe', 'Ġhut', '.', 'ĠHannah', 'Ġwants', 'Ġto', 'Ġuse', 'Ġthe', 'Ġsaddle', 'Ġagain', '.', 'ĠHannah', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġsaddle', 'Ġfrom', 'Ġthe']",stable,hut,End,End,,,,,
"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. Meanwhile, Martin puts the saddle in the hut instead of the stable. When Hannah finishes her bath, she wants to use the saddle again. Hannah thinks the saddle is in the [MASK].",False Belief,Explicit,"['H', 'annah', 'Ġhas', 'Ġjust', 'Ġcome', 'Ġback', 'Ġfrom', 'Ġa', 'Ġride', 'Ġand', 'Ġis', 'Ġputting', 'Ġher', 'Ġhorse', 'Ġaway', '.', 'ĠShe', 'Ġputs', 'Ġher', 'Ġbackpack', 'Ġin', 'Ġthe', 'Ġhut', ',', 'Ġthen', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġstable', '.', 'ĠThen', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġbath', '.', 'ĠMeanwhile', ',', 'ĠMartin', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġhut', 'Ġinstead', 'Ġof', 'Ġthe', 'Ġstable', '.', 'ĠWhen', 'ĠHannah', 'Ġfinishes', 'Ġher', 'Ġbath', ',', 'Ġshe', 'Ġwants', 'Ġto', 'Ġuse', 'Ġthe', 'Ġsaddle', 'Ġagain', '.', 'ĠHannah', 'Ġthinks', 'Ġthe', 'Ġsaddle', 'Ġis', 'Ġin', 'Ġthe']",stable,hut,End,Start,,,,,
"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. Meanwhile, Martin puts the saddle in the hut instead of the stable. When Hannah finishes her bath, she wants to use the saddle again. Hannah goes to get the saddle from [MASK].",False Belief,Implicit,"['H', 'annah', 'Ġhas', 'Ġjust', 'Ġcome', 'Ġback', 'Ġfrom', 'Ġa', 'Ġride', 'Ġand', 'Ġis', 'Ġputting', 'Ġher', 'Ġhorse', 'Ġaway', '.', 'ĠShe', 'Ġputs', 'Ġher', 'Ġbackpack', 'Ġin', 'Ġthe', 'Ġhut', ',', 'Ġthen', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġstable', '.', 'ĠThen', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġbath', '.', 'ĠMeanwhile', ',', 'ĠMartin', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġhut', 'Ġinstead', 'Ġof', 'Ġthe', 'Ġstable', '.', 'ĠWhen', 'ĠHannah', 'Ġfinishes', 'Ġher', 'Ġbath', ',', 'Ġshe', 'Ġwants', 'Ġto', 'Ġuse', 'Ġthe', 'Ġsaddle', 'Ġagain', '.', 'ĠHannah', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġsaddle', 'Ġfrom']",stable,hut,End,Start,,,,,
"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin put the saddle in the hut instead of the stablet. Hannah wants to use the saddle again. Hannah thinks the saddle is in the [MASK].",True Belief,Explicit,"['H', 'annah', 'Ġhas', 'Ġjust', 'Ġcome', 'Ġback', 'Ġfrom', 'Ġa', 'Ġride', 'Ġand', 'Ġis', 'Ġputting', 'Ġher', 'Ġhorse', 'Ġaway', '.', 'ĠShe', 'Ġputs', 'Ġher', 'Ġbackpack', 'Ġin', 'Ġthe', 'Ġhut', ',', 'Ġthen', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġstable', '.', 'ĠThen', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġbath', '.', 'ĠWhen', ',', 'Ġshe', 'Ġfinishes', ',', 'Ġshe', 'Ġcomes', 'Ġback', '.', 'ĠShe', 'Ġwatches', 'ĠMartin', 'Ġput', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġhut', 'Ġinstead', 'Ġof', 'Ġthe', 'Ġstable', 't', '.', 'ĠHannah', 'Ġwants', 'Ġto', 'Ġuse', 'Ġthe', 'Ġsaddle', 'Ġagain', '.', 'ĠHannah', 'Ġthinks', 'Ġthe', 'Ġsaddle', 'Ġis', 'Ġin', 'Ġthe']",stable,hut,End,Start,,,,,
"Hannah has just come back from a ride and is putting her horse away. She puts her backpack in the hut, then puts the saddle in the stable. Then she goes inside to have a bath. When, she finishes, she comes back. She watches Martin put the saddle in the hut instead of the stable. Hannah wants to use the saddle again. Hannah goes to get the saddle from the [MASK].",True Belief,Implicit,"['H', 'annah', 'Ġhas', 'Ġjust', 'Ġcome', 'Ġback', 'Ġfrom', 'Ġa', 'Ġride', 'Ġand', 'Ġis', 'Ġputting', 'Ġher', 'Ġhorse', 'Ġaway', '.', 'ĠShe', 'Ġputs', 'Ġher', 'Ġbackpack', 'Ġin', 'Ġthe', 'Ġhut', ',', 'Ġthen', 'Ġputs', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġstable', '.', 'ĠThen', 'Ġshe', 'Ġgoes', 'Ġinside', 'Ġto', 'Ġhave', 'Ġa', 'Ġbath', '.', 'ĠWhen', ',', 'Ġshe', 'Ġfinishes', ',', 'Ġshe', 'Ġcomes', 'Ġback', '.', 'ĠShe', 'Ġwatches', 'ĠMartin', 'Ġput', 'Ġthe', 'Ġsaddle', 'Ġin', 'Ġthe', 'Ġhut', 'Ġinstead', 'Ġof', 'Ġthe', 'Ġstable', '.', 'ĠHannah', 'Ġwants', 'Ġto', 'Ġuse', 'Ġthe', 'Ġsaddle', 'Ġagain', '.', 'ĠHannah', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġsaddle', 'Ġfrom', 'Ġthe']",stable,hut,End,Start,,,,,
"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",False Belief,Explicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', 'Ġand', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠWhile', 'Ġhe', 'Ġis', 'Ġaway', ',', 'ĠAnna', 'Ġmoves', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbox', 'Ġto', 'Ġthe', 'Ġbasket', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġthinks', 'Ġthe', 'Ġbook', 'Ġis', 'Ġin', 'Ġthe']",box,basket,Start,End,,,,,
"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean leaves to get something to eat in the kitchen. While he is away, Anna moves the book from the box to the basket. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",False Belief,Implicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', 'Ġand', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠWhile', 'Ġhe', 'Ġis', 'Ġaway', ',', 'ĠAnna', 'Ġmoves', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbox', 'Ġto', 'Ġthe', 'Ġbasket', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe']",box,basket,Start,End,,,,,
"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean thinks the book is in the [MASK].",True Belief,Explicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', 'Ġand', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġwatches', 'ĠAnna', 'Ġmove', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbox', 'Ġto', 'Ġthe', 'Ġbasket', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġthinks', 'Ġthe', 'Ġbook', 'Ġis', 'Ġin', 'Ġthe']",box,basket,Start,End,,,,,
"Sean is reading a book. When he is done, he puts the book in the box and picks up a sweater from the basket. Then, Anna comes into the room. Sean watches Anna move the book from the box to the basket. Sean leaves to get something to eat in the kitchen. Sean comes back into the room and wants to read more of his book. Sean goes to get the book from the [MASK].",True Belief,Implicit,"['Sean', 'Ġis', 'Ġreading', 'Ġa', 'Ġbook', '.', 'ĠWhen', 'Ġhe', 'Ġis', 'Ġdone', ',', 'Ġhe', 'Ġputs', 'Ġthe', 'Ġbook', 'Ġin', 'Ġthe', 'Ġbox', 'Ġand', 'Ġpicks', 'Ġup', 'Ġa', 'Ġsweater', 'Ġfrom', 'Ġthe', 'Ġbasket', '.', 'ĠThen', ',', 'ĠAnna', 'Ġcomes', 'Ġinto', 'Ġthe', 'Ġroom', '.', 'ĠSean', 'Ġwatches', 'ĠAnna', 'Ġmove', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe', 'Ġbox', 'Ġto', 'Ġthe', 'Ġbasket', '.', 'ĠSean', 'Ġleaves', 'Ġto', 'Ġget', 'Ġsomething', 'Ġto', 'Ġeat', 'Ġin', 'Ġthe', 'Ġkitchen', '.', 'ĠSean', 'Ġcomes', 'Ġback', 'Ġinto', 'Ġthe', 'Ġroom', 'Ġand', 'Ġwants', 'Ġto', 'Ġread', 'Ġmore', 'Ġof', 'Ġhis', 'Ġbook', '.', 'ĠSean', 'Ġgoes', 'Ġto', 'Ġget', 'Ġthe', 'Ġbook', 'Ġfrom', 'Ġthe']",box,basket,Start,End,,,,,
