sentence1,sentence2,word,string,Same_sense,Distance,Layer,mean_relatedness,S1_ntokens,S2_ntokens,model_path,model_shorthand,stage,ingredient,step,tokens_seen
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.4302297830581665,33,1.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.399100124835968,34,1.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.36187899112701416,35,1.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.32654863595962524,36,1.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.299052357673645,37,1.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.27130961418151855,38,1.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.24837565422058105,39,1.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pleasant company.,company,company,Different Sense,0.2999497652053833,40,1.0,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.0,0,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.002095460891723633,1,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.16750651597976685,2,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.46666693687438965,3,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.594385176897049,4,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.6737250089645386,5,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.6832985579967499,6,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.7119183540344238,7,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.7223491966724396,8,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.7223366796970367,9,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.7213331162929535,10,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.713852196931839,11,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.7115727663040161,12,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.6742183566093445,13,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.6526346206665039,14,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.6361593306064606,15,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.6114258766174316,16,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.5934441089630127,17,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.5934745967388153,18,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.5775150954723358,19,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.5676202774047852,20,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.5628187656402588,21,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.5448821485042572,22,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.5451907217502594,23,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.5494578182697296,24,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.5384403169155121,25,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.5293922424316406,26,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.5248960554599762,27,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.5174638032913208,28,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.5069898962974548,29,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.48507392406463623,30,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.45944976806640625,31,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.43446242809295654,32,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.4098939895629883,33,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.3799046277999878,34,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.34462910890579224,35,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.311309814453125,36,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.28483885526657104,37,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.2585781216621399,38,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.23705750703811646,39,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the polite company.,company,company,Different Sense,0.2842392921447754,40,0.733333333,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.0,0,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.0019077062606811523,1,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.15951871871948242,2,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.4346025586128235,3,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.5149471759796143,4,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.6023754477500916,5,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.6195310056209564,6,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.6636857688426971,7,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.6917304694652557,8,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.7117578089237213,9,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.7184576690196991,10,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.7048040330410004,11,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.6960157155990601,12,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.6616989076137543,13,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.6384919583797455,14,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.6285560429096222,15,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.6089229583740234,16,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.5985041856765747,17,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.5983611047267914,18,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.5890140533447266,19,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.5842110514640808,20,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.5916151106357574,21,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.5840475261211395,22,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.5894037485122681,23,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.5988824367523193,24,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.5898829698562622,25,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.5907837748527527,26,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.5845368802547455,27,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.5766065418720245,28,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.5654754936695099,29,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.5420432984828949,30,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.511453777551651,31,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.4892752170562744,32,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.46500134468078613,33,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.4339173436164856,34,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.3992845416069031,35,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.36251604557037354,36,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.3342704176902771,37,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.30660730600357056,38,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.2816547751426697,39,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the pleasant company.,company,company,Different Sense,0.33599358797073364,40,0.615384615,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.0,0,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.0019292235374450684,1,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.18617945909500122,2,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.4451485276222229,3,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.5218906104564667,4,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.59764763712883,5,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.6224353015422821,6,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.6680028140544891,7,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.6914797425270081,8,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.7186665832996368,9,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.7182164490222931,10,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.6983510255813599,11,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.6915174126625061,12,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.65736523270607,13,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.6359524130821228,14,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.6258996725082397,15,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.6048674583435059,16,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.5938430726528168,17,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.5920645296573639,18,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.5803360044956207,19,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.5726476013660431,20,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.5784280896186829,21,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.5674096941947937,22,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.5700975358486176,23,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.5776998996734619,24,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.5672432780265808,25,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.5657316744327545,26,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.5618196427822113,27,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.5549404919147491,28,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.5434494316577911,29,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.5214914679527283,30,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.49131518602371216,31,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.4699755311012268,32,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.4465116858482361,33,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.4163781404495239,34,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.38313472270965576,35,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.3478820323944092,36,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.32066071033477783,37,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.2940583825111389,38,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.27034974098205566,39,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the pharmaceutical company.,He liked the polite company.,company,company,Different Sense,0.32073044776916504,40,0.3125,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.0,0,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.0018471479415893555,1,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.1360694169998169,2,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.3732341527938843,3,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.42755502462387085,4,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.4906963109970093,5,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.4713078737258911,6,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.4640697240829468,7,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.40346962213516235,8,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.3803045153617859,9,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.3656107187271118,10,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.35599732398986816,11,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.34068453311920166,12,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.31622958183288574,13,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.29346954822540283,14,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.2806326746940613,15,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.24721556901931763,16,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.22588056325912476,17,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.21535509824752808,18,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.20159077644348145,19,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.19447410106658936,20,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.19311076402664185,21,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
He liked the investment company.,He liked the pharmaceutical company.,company,company,Same Sense,0.191217303276062,22,3.5,6,6,allenai/OLMo-2-1124-13B,OLMO 2 13B,stage1,,10000,84B
